"Date","Open","High","Low","Close","high - low %","open-close %","EMA diff %","low - fast ema %","high-fast ema %","close below last day","EMA appreciation %"
"8/28/2019","7798.35","7866.87","7766.67","7856.88","1.29%","0.75%","-0.62%","-1.57%","-0.30%","","-0.09%"
"8/29/2019","7945.78","7992.29","7925.83","7973.39","0.84%","0.35%","-0.48%","0.27%","1.11%","","0.17%"
"8/30/2019","8015.16","8017.91","7914.74","7962.88","1.30%","-0.65%","-0.38%","0.00%","1.31%","1","0.12%"
"9/3/2019","7906.44","7940.37","7847.32","7874.16","1.19%","-0.41%","-0.39%","-0.76%","0.41%","1","-0.08%"
"9/4/2019","7949.81","7981.41","7928.94","7976.88","0.66%","0.34%","-0.28%","0.12%","0.79%","","0.15%"
"9/5/2019","8061.29","8134.42","8061.29","8116.83","0.91%","0.69%","-0.06%","1.37%","2.29%","","0.42%"
"9/6/2019","8125.58","8134.39","8098.52","8103.07","0.44%","-0.28%","0.10%","1.52%","1.97%","1","0.32%"
"9/9/2019","8130.91","8131.66","8052.34","8087.44","0.99%","-0.53%","0.20%","0.71%","1.70%","1","0.23%"
"9/10/2019","8049.98","8086.53","8001.68","8084.16","1.06%","0.42%","0.27%","-0.11%","0.95%","1","0.18%"
"9/11/2019","8091.68","8169.68","8081.56","8169.68","1.09%","0.96%","0.40%","0.56%","1.65%","","0.33%"
"9/12/2019","8206.58","8243.8","8176.73","8194.47","0.82%","-0.15%","0.52%","1.41%","2.24%","","0.33%"
"9/13/2019","8190.57","8210.2","8165.47","8176.71","0.55%","-0.17%","0.59%","1.03%","1.58%","1","0.23%"
"9/16/2019","8121.64","8165.33","8121.25","8153.54","0.54%","0.39%","0.61%","0.34%","0.88%","1","0.15%"
"9/17/2019","8148.65","8188.23","8139.82","8186.02","0.59%","0.46%","0.64%","0.38%","0.97%","","0.19%"
"9/18/2019","8174.62","8179.87","8086.22","8177.39","1.16%","0.03%","0.65%","-0.42%","0.73%","1","0.14%"
"9/19/2019","8193.59","8237.43","8174.32","8182.88","0.77%","-0.13%","0.66%","0.53%","1.31%","","0.13%"
"9/20/2019","8184.88","8202.82","8086.16","8117.67","1.44%","-0.82%","0.59%","-0.52%","0.91%","1","-0.03%"
"9/23/2019","8106.49","8135.81","8085.34","8112.46","0.62%","0.07%","0.52%","-0.50%","0.12%","1","-0.03%"
"9/24/2019","8147.23","8158.83","7969.65","7993.63","2.37%","-1.89%","0.35%","-1.66%","0.68%","1","-0.27%"
"9/25/2019","7990.66","8095","7935.57","8077.38","2.01%","1.09%","0.29%","-2.02%","-0.06%","","-0.05%"
"9/26/2019","8070.12","8072.11","7991.02","8030.66","1.01%","-0.49%","0.20%","-1.20%","-0.20%","1","-0.14%"
"9/27/2019","8047.11","8051.83","7890.28","7939.63","2.05%","-1.34%","0.03%","-2.15%","-0.14%","1","-0.31%"
"9/30/2019","7964.09","8012.16","7949.63","7999.34","0.79%","0.44%","-0.03%","-1.28%","-0.50%","","-0.13%"
"10/1/2019","8026.83","8062.5","7906.29","7908.68","1.98%","-1.47%","-0.17%","-1.52%","0.42%","1","-0.30%"
"10/2/2019","7851.13","7852.7","7744.96","7785.25","1.39%","-0.84%","-0.40%","-3.04%","-1.70%","1","-0.51%"
"10/3/2019","7787.02","7872.26","7700","7872.26","2.24%","1.09%","-0.48%","-3.37%","-1.21%","","-0.24%"
"10/4/2019","7908.44","7986.62","7899.39","7982.47","1.10%","0.94%","-0.43%","-0.90%","0.19%","","0.03%"
"10/7/2019","7956.41","8013.31","7942.08","7956.29","0.90%","0.00%","-0.41%","-0.33%","0.56%","1","-0.03%"
"10/8/2019","7898.27","7921.88","7823.73","7823.78","1.25%","-0.94%","-0.52%","-1.52%","-0.28%","1","-0.30%"
