"Date","Open","High","Low","Close","high - low %","open-close %","EMA diff %","low - fast ema %","high-fast ema %","close below last day","EMA appreciation %"
"10/9/2019","7895.96","7930.92","7873.52","7903.74","0.73%","0.10%","-0.51%","-0.81%","-0.09%","","-0.09%"
"10/10/2019","7904.56","7982.84","7899.81","7950.78","1.05%","0.58%","-0.46%","-0.50%","0.54%","","0.03%"
"10/11/2019","8047.34","8115.8","8046.8","8057.04","0.86%","0.12%","-0.30%","1.10%","1.97%","","0.25%"
"10/14/2019","8044.35","8069.85","8036.41","8048.65","0.42%","0.05%","-0.18%","0.78%","1.20%","1","0.19%"
"10/15/2019","8074.85","8166.18","8071.81","8148.71","1.17%","0.91%","0.01%","0.86%","2.03%","","0.36%"
"10/16/2019","8119.81","8146.15","8103.38","8124.18","0.53%","0.05%","0.13%","1.00%","1.53%","1","0.25%"
"10/17/2019","8176.91","8183.64","8131.25","8156.85","0.64%","-0.25%","0.25%","1.06%","1.71%","","0.28%"
"10/18/2019","8149.85","8157.36","8045.37","8089.54","1.39%","-0.74%","0.27%","-0.09%","1.30%","1","0.09%"
"10/21/2019","8137.42","8164.14","8117.26","8162.99","0.58%","0.31%","0.35%","0.57%","1.15%","","0.23%"
"10/22/2019","8188.12","8194.62","8101.98","8104.3","1.14%","-1.02%","0.36%","0.31%","1.46%","1","0.07%"
"10/23/2019","8090.24","8122.88","8078.35","8119.79","0.55%","0.37%","0.37%","-0.07%","0.48%","","0.09%"
"10/24/2019","8180.04","8187.84","8137.66","8185.8","0.62%","0.07%","0.43%","0.45%","1.07%","","0.21%"
"10/25/2019","8150.59","8249.97","8150.59","8243.12","1.22%","1.14%","0.54%","0.32%","1.54%","","0.29%"
"10/28/2019","8285.77","8335.56","8285.27","8325.99","0.61%","0.49%","0.68%","1.56%","2.17%","","0.41%"
"10/29/2019","8313.35","8319.29","8275.14","8276.85","0.53%","-0.44%","0.74%","1.19%","1.73%","1","0.24%"
"10/30/2019","8284.28","8315.5","8241.7","8303.98","0.90%","0.24%","0.79%","0.52%","1.42%","","0.26%"
"10/31/2019","8314.38","8321.8","8248.81","8292.36","0.88%","-0.26%","0.81%","0.42%","1.31%","1","0.19%"
"11/1/2019","8335.05","8386.75","8326.56","8386.4","0.72%","0.62%","0.91%","1.01%","1.74%","","0.35%"
"11/4/2019","8445.5","8451.37","8421.3","8433.2","0.36%","-0.15%","1.01%","1.77%","2.13%","","0.38%"
"11/5/2019","8446.62","8457.39","8421.05","8434.68","0.43%","-0.14%","1.07%","1.44%","1.88%","","0.32%"
"11/6/2019","8426.57","8426.57","8379.33","8410.63","0.56%","-0.19%","1.08%","0.72%","1.28%","1","0.22%"
"11/7/2019","8455.11","8483.16","8415.87","8434.52","0.80%","-0.24%","1.09%","0.92%","1.73%","","0.23%"
"11/8/2019","8422.67","8475.57","8405.89","8475.31","0.83%","0.62%","1.13%","0.53%","1.36%","","0.27%"
"11/11/2019","8431.26","8467.29","8425.48","8464.28","0.50%","0.39%","1.12%","0.56%","1.06%","1","0.20%"
"11/12/2019","8471.07","8514.84","8462.99","8486.09","0.61%","0.18%","1.13%","0.79%","1.41%","","0.21%"
"11/13/2019","8455.02","8496.9","8451.34","8482.1","0.54%","0.32%","1.11%","0.48%","1.02%","1","0.17%"
"11/14/2019","8461.06","8485.36","8441.58","8479.02","0.52%","0.21%","1.07%","0.23%","0.75%","1","0.14%"
"11/15/2019","8524.48","8540.83","8506.8","8540.83","0.40%","0.19%","1.09%","0.77%","1.17%","","0.23%"
"11/18/2019","8529.16","8559.78","8503.62","8549.94","0.66%","0.24%","1.10%","0.52%","1.18%","","0.21%"
"11/19/2019","8578.02","8589.76","8536.73","8570.66","0.62%","-0.09%","1.10%","0.69%","1.31%","","0.22%"
"11/20/2019","8543.57","8578.27","8468.63","8526.73","1.29%","-0.20%","1.05%","-0.21%","1.08%","1","0.09%"
"11/21/2019","8527.87","8530.73","8487.29","8506.21","0.51%","-0.25%","0.98%","-0.03%","0.48%","1","0.04%"
"11/22/2019","8530.54","8535.46","8477.49","8519.88","0.68%","-0.12%","0.92%","-0.20%","0.48%","","0.06%"
