"Date","Open","High","Low","Close","high - low %","open-close %","EMA diff %","low - fast ema %","high-fast ema %","close below last day","EMA appreciation %"
"2/8/2022","13984.43","14226.48","13934.78","14194.45","2.09%","1.50%","-1.46%","-1.23%","0.84%","","0.12%"
"2/9/2022","14368.16","14490.72","14330.87","14490.37","1.12%","0.85%","-1.11%","1.12%","2.25%","","0.45%"
"2/10/2022","14228.68","14509.56","14118.20","14185.64","2.77%","-0.30%","-1.01%","-0.39%","2.37%","1","0.02%"
"2/11/2022","14213.62","14246.70","13733.16","13791.15","3.74%","-2.97%","-1.14%","-2.67%","0.97%","1","-0.45%"
"2/14/2022","13768.97","13921.71","13664.76","13790.92","1.88%","0.16%","-1.23%","-2.79%","-0.96%","1","-0.38%"
"2/15/2022","13997.18","14142.49","13976.29","14139.76","1.19%","1.02%","-1.07%","-0.67%","0.51%","","0.10%"
"2/16/2022","14038.92","14163.73","13931.99","14124.09","1.66%","0.61%","-0.95%","-1.05%","0.60%","1","0.06%"
"2/17/2022","14004.19","14020.82","13704.70","13716.72","2.31%","-2.05%","-1.08%","-2.24%","0.01%","1","-0.43%"
"2/18/2022","13735.40","13762.40","13465.56","13548.07","2.20%","-1.36%","-1.26%","-3.41%","-1.28%","1","-0.56%"
"2/22/2022","13424.36","13618.72","13249.65","13381.52","2.79%","-0.32%","-1.48%","-4.32%","-1.65%","1","-0.67%"
"2/23/2022","13511.75","13533.78","13032.17","13037.49","3.85%","-3.51%","-1.83%","-4.96%","-1.30%","1","-0.97%"
"2/24/2022","12587.88","13486.11","12587.88","13473.59","7.14%","7.04%","-1.82%","-7.93%","-1.36%","","-0.29%"
"2/25/2022","13485.26","13696.86","13358.29","13694.62","2.53%","1.55%","-1.65%","-2.33%","0.15%","","0.03%"
"2/28/2022","13570.83","13810.64","13549.90","13751.40","1.92%","1.33%","-1.46%","-1.01%","0.89%","","0.09%"
"3/1/2022","13716.70","13777.04","13441.32","13532.46","2.50%","-1.34%","-1.43%","-1.62%","0.84%","1","-0.19%"
"3/2/2022","13597.53","13796.55","13493.91","13752.02","2.24%","1.14%","-1.25%","-1.34%","0.87%","","0.11%"
"3/3/2022","13837.59","13837.59","13472.64","13537.94","2.71%","-2.17%","-1.22%","-1.33%","1.34%","1","-0.17%"
"3/4/2022","13455.23","13486.71","13224.98","13313.44","1.98%","-1.05%","-1.32%","-2.74%","-0.82%","1","-0.42%"
"3/7/2022","13328.36","13353.28","12828.02","12830.96","4.09%","-3.73%","-1.67%","-4.76%","-0.86%","1","-0.94%"
"3/8/2022","12800.04","13159.44","12670.08","12795.55","3.86%","-0.04%","-1.94%","-5.15%","-1.48%","1","-0.83%"
"3/9/2022","13113.70","13301.16","13039.79","13255.55","2.00%","1.08%","-1.84%","-2.25%","-0.29%","","-0.13%"
"3/10/2022","13098.35","13163.50","12946.28","13129.96","1.68%","0.24%","-1.81%","-2.70%","-1.07%","1","-0.26%"
"3/11/2022","13229.77","13239.35","12830.37","12843.81","3.19%","-2.92%","-1.94%","-3.01%","0.08%","1","-0.58%"
"3/14/2022","12795.12","12918.01","12555.35","12581.22","2.89%","-1.67%","-2.18%","-4.31%","-1.54%","1","-0.82%"
"3/15/2022","12685.23","12973.88","12616.59","12948.62","2.83%","2.08%","-2.10%","-3.63%","-0.90%","","-0.22%"
"3/16/2022","13119.37","13440.12","12992.20","13436.55","3.45%","2.42%","-1.70%","-1.20%","2.21%","","0.44%"
"3/17/2022","13360.72","13620.80","13317.14","13614.78","2.28%","1.90%","-1.26%","0.68%","2.98%","","0.59%"
"3/18/2022","13564.63","13899.28","13528.06","13893.84","2.74%","2.43%","-0.74%","1.42%","4.21%","","0.84%"
"3/21/2022","13860.39","13945.81","13682.55","13838.46","1.92%","-0.16%","-0.38%","1.95%","3.91%","1","0.63%"
"3/22/2022","13866.43","14141.07","13857.29","14108.82","2.05%","1.75%","0.06%","2.37%","4.47%","","0.85%"
"3/23/2022","13990.35","14152.14","13921.65","13922.60","1.66%","-0.48%","0.29%","2.36%","4.06%","1","0.48%"
"3/24/2022","14001.32","14193.55","13897.20","14191.84","2.13%","1.36%","0.60%","1.45%","3.61%","","0.72%"
"3/25/2022","14194.72","14218.76","14010.79","14169.30","1.48%","-0.18%","0.82%","1.69%","3.20%","1","0.57%"
"3/28/2022","14177.21","14356.00","14101.34","14354.90","1.81%","1.25%","1.07%","1.64%","3.48%","","0.70%"
"3/29/2022","14500.39","14646.90","14419.40","14619.64","1.58%","0.82%","1.40%","3.01%","4.64%","","0.90%"
"3/30/2022","14558.59","14609.25","14383.45","14442.27","1.57%","-0.80%","1.52%","2.21%","3.82%","1","0.53%"
"3/31/2022","14444.78","14456.74","14217.72","14220.52","1.68%","-1.55%","1.47%","0.86%","2.55%","1","0.18%"
"4/1/2022","14269.53","14306.94","14131.81","14261.50","1.24%","-0.06%","1.43%","0.05%","1.29%","","0.19%"
"4/4/2022","14304.35","14534.38","14286.45","14532.55","1.74%","1.60%","1.53%","0.66%","2.41%","","0.48%"
"4/5/2022","14490.26","14500.29","14169.12","14204.17","2.34%","-1.97%","1.40%","-0.18%","2.16%","1","0.01%"
"4/6/2022","14002.58","14032.84","13788.90","13888.82","1.77%","-0.81%","1.11%","-2.51%","-0.78%","1","-0.36%"
"4/7/2022","13861.49","13978.25","13689.23","13897.30","2.11%","0.26%","0.88%","-2.93%","-0.88%","","-0.29%"
"4/8/2022","13830.47","13866.06","13693.69","13711.00","1.26%","-0.86%","0.59%","-2.45%","-1.22%","1","-0.46%"
"4/11/2022","13547.29","13585.08","13401.39","13411.96","1.37%","-1.00%","0.18%","-3.81%","-2.50%","1","-0.74%"
"4/12/2022","13584.69","13685.95","13317.74","13371.57","2.76%","-1.57%","-0.16%","-3.77%","-1.11%","1","-0.67%"
"4/13/2022","13373.12","13679.43","13353.66","13643.59","2.44%","2.02%","-0.26%","-3.28%","-0.92%","","-0.24%"
"4/14/2022","13647.43","13662.93","13345.22","13351.08","2.38%","-2.17%","-0.50%","-2.81%","-0.49%","1","-0.55%"
"4/18/2022","13319.39","13414.27","13222.03","13332.36","1.45%","0.10%","-0.69%","-3.24%","-1.83%","1","-0.48%"
"4/19/2022","13312.44","13643.97","13281.22","13619.66","2.73%","2.31%","-0.66%","-2.75%","-0.09%","","-0.05%"
"4/20/2022","13665.38","13678.55","13426.13","13453.07","1.88%","-1.55%","-0.72%","-1.44%","0.41%","1","-0.25%"
"4/21/2022","13623.70","13710.70","13140.83","13174.65","4.34%","-3.30%","-0.93%","-3.01%","1.20%","1","-0.55%"
"4/22/2022","13168.80","13212.60","12828.02","12839.29","3.00%","-2.50%","-1.27%","-4.48%","-1.62%","1","-0.87%"
"4/25/2022","12749.17","13011.45","12722.59","13004.85","2.27%","2.01%","-1.42%","-4.77%","-2.60%","","-0.53%"
"4/26/2022","12918.04","12918.04","12490.74","12490.74","3.42%","-3.31%","-1.84%","-5.48%","-2.24%","1","-1.08%"
"4/27/2022","12500.88","12703.79","12430.90","12488.93","2.20%","-0.10%","-2.13%","-5.06%","-2.98%","1","-0.92%"
"4/28/2022","12712.86","12948.52","12487.86","12871.53","3.69%","1.25%","-2.09%","-4.36%","-0.83%","","-0.28%"
"4/29/2022","12710.42","12861.83","12315.74","12334.64","4.43%","-2.96%","-2.37%","-4.80%","-0.58%","1","-0.92%"
"5/2/2022","12331.69","12542.54","12202.41","12536.02","2.79%","1.66%","-2.42%","-5.18%","-2.54%","","-0.52%"
"5/3/2022","12511.46","12645.83","12460.99","12563.76","1.48%","0.42%","-2.41%","-2.79%","-1.35%","","-0.40%"
"5/4/2022","12574.73","12985.01","12367.02","12964.86","5.00%","3.10%","-2.11%","-3.71%","1.11%","","0.19%"
"5/5/2022","12787.52","12787.52","12183.56","12317.69","4.96%","-3.67%","-2.27%","-4.48%","0.25%","1","-0.68%"
"5/6/2022","12246.83","12358.42","11990.15","12144.66","3.07%","-0.83%","-2.47%","-5.24%","-2.33%","1","-0.80%"
"5/9/2022","11923.03","11990.61","11574.94","11623.25","3.59%","-2.51%","-2.94%","-7.27%","-3.94%","1","-1.36%"
"5/10/2022","11900.34","11944.94","11566.28","11737.67","3.27%","-1.37%","-3.19%","-6.41%","-3.34%","","-0.99%"
"5/11/2022","11645.57","11844.51","11339.18","11364.24","4.46%","-2.42%","-3.61%","-7.00%","-2.85%","1","-1.34%"
"5/12/2022","11199.25","11547.33","11108.76","11370.96","3.95%","1.53%","-3.87%","-7.85%","-4.21%","","-1.12%"
"5/13/2022","11555.97","11856.71","11510.26","11805.00","3.01%","2.15%","-3.71%","-4.19%","-1.31%","","-0.35%"
"5/16/2022","11727.14","11804.59","11627.53","11662.79","1.52%","-0.55%","-3.64%","-2.74%","-1.26%","1","-0.49%"
"5/17/2022","11905.57","11988.43","11754.28","11984.52","1.99%","0.66%","-3.30%","-1.72%","0.24%","","0.04%"
"5/18/2022","11790.68","11826.22","11381.69","11418.15","3.91%","-3.16%","-3.40%","-4.11%","-0.37%","1","-0.76%"
"5/19/2022","11364.40","11562.82","11313.31","11388.50","2.21%","0.21%","-3.45%","-4.04%","-1.92%","1","-0.68%"
"5/20/2022","11542.67","11552.21","11035.69","11354.62","4.68%","-1.63%","-3.47%","-5.82%","-1.41%","1","-0.61%"
"5/23/2022","11396.28","11552.07","11304.56","11535.27","2.19%","1.22%","-3.30%","-3.27%","-1.15%","","-0.26%"
"5/24/2022","11326.44","11351.61","11092.48","11264.45","2.34%","-0.55%","-3.32%","-4.51%","-2.28%","1","-0.60%"
"5/25/2022","11225.03","11511.90","11211.85","11434.74","2.68%","1.87%","-3.17%","-3.23%","-0.64%","","-0.26%"
"5/26/2022","11409.84","11796.97","11406.16","11740.65","3.43%","2.90%","-2.78%","-1.77%","1.59%","","0.22%"
"5/27/2022","11869.69","12131.66","11856.82","12131.13","2.32%","2.20%","-2.16%","1.35%","3.70%","","0.75%"
"5/31/2022","12137.54","12190.08","11942.50","12081.39","2.07%","-0.46%","-1.71%","1.53%","3.64%","1","0.55%"
"6/1/2022","12176.89","12237.94","11901.43","11994.46","2.83%","-1.50%","-1.39%","0.85%","3.70%","1","0.33%"
"6/2/2022","11945.57","12320.12","11901.45","12316.90","3.52%","3.11%","-0.92%","0.12%","3.64%","","0.73%"
"6/3/2022","12097.12","12167.44","11966.62","12012.73","1.68%","-0.70%","-0.75%","0.49%","2.18%","1","0.18%"
"6/6/2022","12200.33","12245.40","12004.20","12061.37","2.01%","-1.14%","-0.58%","0.59%","2.61%","","0.21%"
"6/7/2022","11925.81","12194.86","11888.61","12175.23","2.58%","2.09%","-0.37%","-0.71%","1.85%","","0.34%"
"6/8/2022","12147.28","12235.78","12052.70","12086.27","1.52%","-0.50%","-0.26%","0.50%","2.03%","1","0.16%"
"6/9/2022","12016.47","12115.06","11751.98","11754.23","3.09%","-2.18%","-0.40%","-1.68%","1.36%","1","-0.33%"
"6/10/2022","11543.88","11569.15","11328.27","11340.02","2.13%","-1.77%","-0.78%","-4.41%","-2.38%","1","-0.85%"
"6/13/2022","10986.85","11071.48","10775.14","10809.23","2.75%","-1.62%","-1.43%","-7.72%","-5.19%","1","-1.46%"
"6/14/2022","10897.43","10926.81","10733.04","10828.35","1.81%","-0.63%","-1.91%","-6.96%","-5.28%","","-1.21%"
"6/15/2022","10968.40","11244.26","10866.39","11099.15","3.48%","1.19%","-2.06%","-5.20%","-1.91%","","-0.63%"
"6/16/2022","10806.02","10831.07","10565.14","10646.10","2.52%","-1.48%","-2.48%","-6.72%","-4.38%","1","-1.19%"
"6/17/2022","10697.55","10884.71","10638.72","10798.35","2.31%","0.94%","-2.66%","-5.34%","-3.15%","","-0.78%"
"6/21/2022","10974.05","11164.99","10974.05","11069.30","1.74%","0.87%","-2.55%","-2.11%","-0.41%","","-0.25%"
"6/22/2022","10941.95","11216.77","10938.06","11053.08","2.55%","1.02%","-2.45%","-2.20%","0.29%","1","-0.23%"
"6/23/2022","11137.68","11260.27","11046.28","11232.19","1.94%","0.85%","-2.20%","-1.30%","0.61%","","0.07%"
"6/24/2022","11351.31","11613.23","11337.78","11607.62","2.43%","2.26%","-1.70%","0.68%","3.12%","","0.62%"
"6/27/2022","11661.02","11677.49","11487.07","11524.55","1.66%","-1.17%","-1.36%","1.61%","3.29%","1","0.39%"
"6/28/2022","11542.24","11635.85","11177.68","11181.54","4.10%","-3.13%","-1.33%","-0.95%","3.11%","1","-0.18%"
"6/29/2022","11160.22","11226.33","11072.19","11177.89","1.39%","0.16%","-1.29%","-1.73%","-0.36%","1","-0.16%"
"6/30/2022","11048.25","11160.92","10850.01","11028.74","2.87%","-0.18%","-1.35%","-3.36%","-0.59%","1","-0.35%"
"7/1/2022","11006.83","11132.55","10922.71","11127.85","1.92%","1.10%","-1.31%","-2.57%","-0.70%","","-0.15%"
"7/5/2022","10964.18","11323.89","10911.45","11322.24","3.78%","3.27%","-1.11%","-2.83%","0.84%","","0.17%"
"7/6/2022","11337.90","11443.15","11250.32","11361.85","1.71%","0.21%","-0.92%","-0.01%","1.70%","","0.20%"
"7/7/2022","11422.60","11644.47","11412.88","11621.35","2.03%","1.74%","-0.58%","0.88%","2.93%","","0.55%"
"7/8/2022","11503.61","11689.70","11479.77","11635.31","1.83%","1.14%","-0.30%","0.99%","2.84%","","0.47%"
"7/11/2022","11524.49","11541.10","11348.06","11372.60","1.70%","-1.32%","-0.27%","-0.17%","1.53%","1","0.01%"
"7/12/2022","11420.89","11483.17","11207.08","11264.73","2.46%","-1.37%","-0.32%","-1.26%","1.17%","1","-0.15%"
"7/13/2022","11056.55","11325.67","11031.27","11247.58","2.67%","1.73%","-0.36%","-2.67%","-0.07%","1","-0.15%"
"7/14/2022","11151.21","11279.97","11005.93","11251.19","2.49%","0.90%","-0.39%","-2.77%","-0.35%","","-0.12%"
"7/15/2022","11379.36","11454.69","11295.33","11452.42","1.41%","0.64%","-0.26%","-0.41%","1.00%","","0.20%"
"7/18/2022","11561.64","11629.03","11322.84","11360.05","2.70%","-1.74%","-0.23%","-0.19%","2.50%","1","0.03%"
"7/19/2022","11515.00","11721.22","11448.97","11713.15","2.38%","1.72%","0.05%","0.37%","2.76%","","0.54%"
"7/20/2022","11726.09","11939.96","11703.36","11897.65","2.02%","1.46%","0.39%","1.87%","3.93%","","0.72%"
"7/21/2022","11914.15","12060.59","11812.72","12059.61","2.10%","1.22%","0.75%","1.98%","4.12%","","0.83%"
"7/22/2022","12025.37","12093.02","11767.19","11834.11","2.77%","-1.59%","0.85%","1.22%","4.02%","1","0.36%"
"7/25/2022","11837.96","11855.11","11707.53","11782.67","1.26%","-0.47%","0.88%","0.48%","1.75%","1","0.23%"
"7/26/2022","11701.53","11711.31","11533.37","11562.57","1.54%","-1.19%","0.75%","-0.89%","0.64%","1","-0.13%"
"7/27/2022","11756.19","12081.73","11718.38","12032.42","3.10%","2.35%","0.95%","0.14%","3.24%","","0.57%"
"7/28/2022","12036.48","12179.09","11886.67","12162.59","2.46%","1.05%","1.17%","0.91%","3.39%","","0.66%"
"7/29/2022","12239.69","12426.26","12181.13","12390.69","2.01%","1.23%","1.47%","2.52%","4.59%","","0.87%"
"8/1/2022","12317.96","12499.72","12271.98","12368.98","1.86%","0.41%","1.66%","2.59%","4.49%","1","0.68%"
"8/2/2022","12287.67","12503.34","12260.48","12348.76","1.98%","0.50%","1.76%","1.94%","3.96%","1","0.54%"
"8/3/2022","12433.87","12699.64","12425.21","12668.16","2.21%","1.88%","2.02%","2.40%","4.66%","","0.89%"
"8/4/2022","12675.04","12736.19","12600.78","12720.58","1.07%","0.36%","2.21%","3.02%","4.13%","","0.81%"
"8/5/2022","12538.80","12720.44","12525.77","12657.55","1.55%","0.95%","2.28%","1.81%","3.40%","1","0.58%"
"8/8/2022","12703.72","12855.15","12597.75","12644.46","2.04%","-0.47%","2.29%","1.93%","4.01%","1","0.46%"
"8/9/2022","12557.49","12582.91","12438.86","12493.93","1.16%","-0.51%","2.18%","0.46%","1.62%","1","0.18%"
"8/10/2022","12793.44","12861.44","12698.61","12854.80","1.28%","0.48%","2.28%","1.91%","3.22%","","0.64%"
"8/11/2022","12944.82","13026.24","12760.09","12779.91","2.09%","-1.27%","2.27%","1.97%","4.09%","1","0.43%"
"8/12/2022","12866.31","13047.19","12821.22","13047.19","1.76%","1.41%","2.40%","1.73%","3.53%","","0.71%"
"8/15/2022","12996.63","13146.06","12993.78","13128.05","1.17%","1.01%","2.50%","2.39%","3.59%","","0.69%"
"8/16/2022","13082.64","13181.09","12979.24","13102.55","1.56%","0.15%","2.53%","1.73%","3.31%","1","0.54%"
"8/17/2022","12968.63","13053.51","12863.01","12938.12","1.48%","-0.24%","2.42%","0.58%","2.07%","1","0.23%"
"8/18/2022","12937.79","13002.66","12873.49","12965.34","1.00%","0.21%","2.31%","0.43%","1.44%","","0.23%"
"8/19/2022","12832.27","12859.01","12674.87","12705.22","1.45%","-0.99%","2.04%","-0.97%","0.47%","1","-0.15%"
"8/22/2022","12523.16","12538.55","12353.73","12381.57","1.50%","-1.13%","1.61%","-2.95%","-1.50%","1","-0.54%"
"8/23/2022","12380.37","12490.85","12352.03","12381.30","1.12%","0.01%","1.26%","-2.52%","-1.43%","1","-0.46%"
"8/24/2022","12375.15","12504.33","12350.16","12431.53","1.25%","0.46%","1.00%","-2.23%","-1.01%","","-0.32%"
"8/25/2022","12506.37","12641.26","12471.98","12639.27","1.36%","1.06%","0.92%","-1.27%","0.07%","","0.01%"
"8/26/2022","12630.58","12655.84","12141.52","12141.71","4.24%","-3.87%","0.53%","-3.26%","0.83%","1","-0.65%"
"8/29/2022","12021.05","12124.87","11981.42","12017.67","1.20%","-0.03%","0.15%","-3.86%","-2.71%","1","-0.71%"
"8/30/2022","12093.06","12101.85","11790.02","11883.14","2.64%","-1.74%","-0.23%","-4.66%","-2.13%","1","-0.77%"
"8/31/2022","11972.56","12027.43","11814.17","11816.20","1.81%","-1.31%","-0.57%","-3.75%","-2.01%","1","-0.74%"
"9/1/2022","11707.44","11798.37","11546.52","11785.13","2.18%","0.66%","-0.85%","-5.30%","-3.23%","1","-0.66%"
"9/2/2022","11899.14","11945.91","11573.51","11630.86","3.22%","-2.25%","-1.15%","-4.34%","-1.27%","1","-0.77%"
"9/6/2022","11643.03","11679.43","11471.50","11544.91","1.81%","-0.84%","-1.42%","-4.46%","-2.73%","1","-0.76%"
"9/7/2022","11559.38","11819.07","11555.08","11791.90","2.28%","2.01%","-1.45%","-3.47%","-1.27%","","-0.30%"
"9/8/2022","11679.86","11896.73","11660.53","11862.13","2.03%","1.56%","-1.40%","-2.44%","-0.47%","","-0.15%"
"9/9/2022","11958.61","12132.67","11958.61","12112.31","1.46%","1.29%","-1.17%","-0.17%","1.28%","","0.22%"
"9/12/2022","12174.94","12270.19","12169.28","12266.41","0.83%","0.75%","-0.87%","1.18%","2.02%","","0.40%"
"9/13/2022","11908.81","11957.97","11604.43","11633.57","3.05%","-2.31%","-1.06%","-2.99%","-0.03%","1","-0.55%"
"9/14/2022","11680.41","11746.83","11602.76","11719.68","1.24%","0.34%","-1.13%","-2.67%","-1.46%","","-0.34%"
"9/15/2022","11633.24","11760.73","11497.11","11552.36","2.29%","-0.70%","-1.29%","-3.06%","-0.84%","1","-0.52%"
"9/16/2022","11401.21","11460.43","11316.92","11448.40","1.27%","0.41%","-1.46%","-4.02%","-2.81%","1","-0.58%"
"9/19/2022","11338.57","11538.13","11337.83","11535.02","1.77%","1.73%","-1.51%","-3.50%","-1.79%","","-0.36%"
"9/20/2022","11440.14","11520.99","11343.72","11425.05","1.56%","-0.13%","-1.61%","-3.00%","-1.48%","1","-0.46%"
"9/21/2022","11466.21","11613.57","11218.99","11220.19","3.52%","-2.15%","-1.80%","-3.41%","-0.02%","1","-0.68%"
"9/22/2022","11167.38","11203.77","11024.64","11066.81","1.62%","-0.90%","-2.04%","-4.33%","-2.78%","1","-0.79%"
"9/23/2022","10952.69","10958.29","10732.72","10867.93","2.10%","-0.77%","-2.34%","-5.97%","-4.00%","1","-0.95%"
"9/26/2022","10833.38","11024.00","10789.05","10802.92","2.18%","-0.28%","-2.59%","-4.63%","-2.55%","1","-0.89%"
"9/27/2022","10955.29","11040.98","10741.02","10829.50","2.79%","-1.15%","-2.72%","-4.37%","-1.70%","","-0.71%"
"9/28/2022","10817.52","11101.50","10776.34","11051.64","3.02%","2.16%","-2.62%","-3.80%","-0.90%","","-0.27%"
"9/29/2022","10894.44","10899.47","10623.22","10737.51","2.60%","-1.44%","-2.74%","-4.51%","-2.02%","1","-0.69%"
"9/30/2022","10697.71","10883.04","10572.33","10575.62","2.94%","-1.14%","-2.92%","-4.18%","-1.36%","1","-0.82%"
"10/3/2022","10659.01","10875.46","10577.89","10815.43","2.81%","1.47%","-2.83%","-3.81%","-1.10%","","-0.33%"
"10/4/2022","11054.72","11189.96","11044.04","11176.41","1.32%","1.10%","-2.45%","0.16%","1.48%","","0.27%"
"10/5/2022","11022.67","11210.32","10910.76","11148.64","2.75%","1.14%","-2.14%","-1.23%","1.48%","1","0.18%"
"10/6/2022","11129.04","11230.44","11051.27","11073.31","1.62%","-0.50%","-1.94%","-0.00%","1.62%","1","0.04%"
