"Date","Open","High","Low","Close","high - low %","open-close %","EMA diff %","low - fast ema %","high-fast ema %","close below last day","EMA appreciation %"
"9/25/2017","6403.11","6408.05","6343.96","6370.59","1.01%","-0.51%","0.31%","-1.17%","-0.17%",true,"-0.15%"
"9/26/2017","6391.85","6405.00","6364.57","6380.16","0.64%","-0.18%","0.24%","-0.75%","-0.12%",false,"-0.10%"
"9/27/2017","6414.37","6472.65","6405.36","6453.26","1.05%","0.61%","0.27%","-0.22%","0.83%",false,"0.11%"
"9/28/2017","6437.96","6456.23","6427.66","6453.45","0.44%","0.24%","0.29%","0.04%","0.48%",false,"0.09%"
"9/29/2017","6461.28","6497.98","6454.86","6495.96","0.67%","0.54%","0.35%","0.28%","0.95%",false,"0.18%"
"10/2/2017","6506.08","6527.22","6484.14","6516.72","0.66%","0.16%","0.42%","0.53%","1.19%",false,"0.21%"
"10/3/2017","6523.74","6532.18","6509.71","6531.71","0.35%","0.12%","0.48%","0.71%","1.06%",false,"0.21%"
"10/4/2017","6521.96","6546.46","6513.12","6534.63","0.51%","0.19%","0.53%","0.58%","1.09%",false,"0.18%"
"10/5/2017","6552.87","6587.21","6547.65","6585.36","0.60%","0.50%","0.61%","0.83%","1.44%",false,"0.28%"
"10/6/2017","6566.95","6590.18","6566.84","6590.18","0.36%","0.35%","0.68%","0.87%","1.23%",false,"0.25%"
"10/9/2017","6597.37","6599.34","6572.44","6579.73","0.41%","-0.27%","0.70%","0.78%","1.19%",true,"0.18%"
"10/10/2017","6602.49","6608.30","6561.78","6587.25","0.71%","-0.23%","0.72%","0.45%","1.16%",false,"0.17%"
"10/11/2017","6586.73","6604.21","6577.99","6603.55","0.40%","0.26%","0.74%","0.51%","0.91%",false,"0.18%"
"10/12/2017","6594.76","6613.50","6586.32","6591.51","0.41%","-0.05%","0.73%","0.52%","0.94%",true,"0.12%"
"10/13/2017","6613.21","6616.58","6602.20","6605.80","0.22%","-0.11%","0.73%","0.63%","0.84%",false,"0.14%"
"10/16/2017","6622.55","6632.50","6607.03","6624.00","0.39%","0.02%","0.75%","0.54%","0.93%",false,"0.16%"
"10/17/2017","6621.42","6628.60","6613.21","6623.66","0.23%","0.03%","0.74%","0.50%","0.73%",true,"0.13%"
"10/18/2017","6634.26","6635.52","6613.55","6624.22","0.33%","-0.15%","0.73%","0.39%","0.73%",false,"0.11%"
"10/19/2017","6583.70","6605.29","6558.53","6605.07","0.71%","0.32%","0.69%","-0.49%","0.22%",true,"0.04%"
"10/20/2017","6633.37","6640.03","6622.92","6629.05","0.26%","-0.07%","0.67%","0.39%","0.65%",false,"0.10%"
"10/23/2017","6641.57","6641.57","6581.15","6586.83","0.92%","-0.82%","0.60%","-0.21%","0.70%",true,"-0.03%"
"10/24/2017","6598.61","6611.90","6582.06","6598.43","0.45%","-0.00%","0.55%","-0.21%","0.24%",false,"0.01%"
"10/25/2017","6587.22","6600.64","6517.93","6563.89","1.27%","-0.35%","0.47%","-1.10%","0.15%",true,"-0.08%"
"10/26/2017","6567.59","6582.76","6550.03","6556.77","0.50%","-0.16%","0.39%","-0.53%","-0.03%",true,"-0.09%"
"10/27/2017","6635.03","6708.13","6625.78","6701.26","1.24%","1.00%","0.49%","0.33%","1.57%",false,"0.29%"
"10/30/2017","6693.77","6727.39","6677.15","6698.96","0.75%","0.08%","0.56%","0.86%","1.62%",true,"0.24%"
"10/31/2017","6713.71","6737.75","6705.79","6727.67","0.48%","0.21%","0.64%","1.02%","1.50%",false,"0.27%"
"11/1/2017","6758.64","6759.66","6691.48","6716.53","1.02%","-0.62%","0.68%","0.61%","1.63%",true,"0.20%"
"11/2/2017","6709.39","6719.97","6677.55","6714.94","0.64%","0.08%","0.70%","0.24%","0.87%",true,"0.16%"
"11/3/2017","6737.09","6765.14","6712.93","6764.44","0.78%","0.41%","0.76%","0.51%","1.29%",false,"0.26%"
"11/6/2017","6763.30","6790.67","6763.17","6786.44","0.41%","0.34%","0.82%","0.99%","1.40%",false,"0.27%"
"11/7/2017","6785.44","6795.52","6750.35","6767.78","0.67%","-0.26%","0.83%","0.62%","1.30%",true,"0.18%"
"11/8/2017","6764.85","6791.65","6753.34","6789.12","0.57%","0.36%","0.85%","0.47%","1.04%",false,"0.20%"
"11/9/2017","6737.45","6758.93","6687.28","6750.05","1.07%","0.19%","0.81%","-0.59%","0.48%",true,"0.07%"
"11/10/2017","6736.39","6757.34","6727.35","6750.94","0.45%","0.22%","0.77%","-0.05%","0.40%",false,"0.06%"
"11/13/2017","6727.39","6766.30","6723.43","6757.60","0.64%","0.45%","0.73%","-0.17%","0.46%",false,"0.07%"
"11/14/2017","6733.87","6743.63","6709.27","6737.87","0.51%","0.06%","0.67%","-0.39%","0.12%",true,"0.01%"
"11/15/2017","6700.68","6725.32","6667.31","6706.21","0.87%","0.08%","0.58%","-0.94%","-0.08%",true,"-0.07%"
"11/16/2017","6742.34","6806.67","6742.34","6793.29","0.95%","0.76%","0.60%","0.02%","0.97%",false,"0.15%"
"11/17/2017","6794.45","6797.75","6777.43","6782.79","0.30%","-0.17%","0.60%","0.43%","0.74%",true,"0.10%"
"11/20/2017","6789.28","6795.83","6779.49","6790.71","0.24%","0.02%","0.60%","0.36%","0.60%",false,"0.11%"
"11/21/2017","6820.55","6862.66","6820.02","6862.48","0.63%","0.61%","0.67%","0.69%","1.32%",false,"0.26%"
"11/22/2017","6869.53","6874.52","6859.28","6867.36","0.22%","-0.03%","0.72%","1.04%","1.26%",false,"0.23%"
"11/24/2017","6878.11","6890.02","6873.74","6889.16","0.24%","0.16%","0.77%","1.00%","1.24%",false,"0.25%"
