"Date","Open","High","Low","Close","high - low %","open-close %","EMA diff %","low - fast ema %","high-fast ema %","close below last day","EMA appreciation %"
"9/26/2018","8011.68","8067.03","7982.76","7990.37","1.06%","-0.27%","0.22%","-0.02%","1.03%","1","0.01%"
"9/27/2018","8021.22","8071.56","8017.91","8041.97","0.67%","0.26%","0.26%","0.30%","0.97%","","0.12%"
"9/28/2018","8024.50","8065.06","8015.87","8046.35","0.61%","0.27%","0.29%","0.16%","0.78%","","0.11%"
"10/1/2018","8091.50","8107.38","8019.77","8037.30","1.09%","-0.67%","0.29%","0.14%","1.23%","1","0.07%"
"10/2/2018","8024.47","8054.15","7983.99","7999.55","0.88%","-0.31%","0.26%","-0.29%","0.59%","1","-0.02%"
"10/3/2018","8034.65","8053.93","8012.03","8025.09","0.52%","-0.12%","0.26%","0.02%","0.55%","","0.04%"
"10/4/2018","7993.33","7997.17","7833.16","7879.51","2.09%","-1.42%","0.10%","-1.94%","0.11%","1","-0.27%"
"10/5/2018","7874.76","7902.67","7715.97","7788.45","2.42%","-1.10%","-0.11%","-3.00%","-0.66%","1","-0.42%"
"10/8/2018","7747.10","7797.32","7654.84","7735.95","1.86%","-0.14%","-0.32%","-3.33%","-1.53%","1","-0.46%"
"10/9/2018","7728.51","7799.75","7718.95","7738.02","1.05%","0.12%","-0.47%","-2.15%","-1.12%","","-0.38%"
"10/10/2018","7694.08","7701.20","7420.56","7422.05","3.78%","-3.54%","-0.91%","-4.99%","-1.40%","1","-0.99%"
